target,state,operator,overlap_bsls,target_bsls_in_state,pct_of_target_in_state
Cable One (Sparklight),MO,Ritter,5134,156820,3.274
Cable One (Sparklight),MO,Kennett Board of Public Works,4689,156820,2.99
Cable One (Sparklight),MO,"WH i3B Bidco LLC/WH i3B Topco, LLC",3952,156820,2.52
Cable One (Sparklight),MO,"PD Fiber, LLC",3126,156820,1.993
Cable One (Sparklight),MO,Mediacom,2750,156820,1.754
Cable One (Sparklight),MO,SEMO Electric Cooperative,2652,156820,1.691
Cable One (Sparklight),MO,Northeast Missouri Rural Telephone Company,2498,156820,1.593
Cable One (Sparklight),MO,FDF Communications Co.,2400,156820,1.53
Cable One (Sparklight),MO,Comcast (Xfinity),1776,156820,1.133
Cable One (Sparklight),MO,"Boycom Cablevision, Inc.",1526,156820,0.973
Cable One (Sparklight),MO,Gascosage Electric Cooperative,1486,156820,0.948
Cable One (Sparklight),MO,LTD Broadband LLC,1127,156820,0.719
Cable One (Sparklight),MO,Aptitude Internet LLC,1052,156820,0.671
Cable One (Sparklight),MO,"Steelville Telephone Exchange, Inc.",1050,156820,0.67
Cable One (Sparklight),MO,Gateway Fiber Holdings LLC,847,156820,0.54
Cable One (Sparklight),MO,"Conexon Connect, LLC",616,156820,0.393
Cable One (Sparklight),MO,Windstream/Uniti (Kinetic),496,156820,0.316
Cable One (Sparklight),MO,Total Highspeed LLC,255,156820,0.163
Cable One (Sparklight),MO,Current Inc.,229,156820,0.146
Cable One (Sparklight),MO,Chariton Valley Telephone Corporation,216,156820,0.138
Cable One (Sparklight),MO,MJZ Networkz LLC,44,156820,0.028
Cable One (Sparklight),MO,Wave Internet Technologies LLC,7,156820,0.004
Cable One (Sparklight),MO,"KC Web, Inc.",3,156820,0.002
Cable One (Sparklight),MO,"Delta Communications, LLC",1,156820,0.001
Cable One (Sparklight),MO,Optimum (Altice USA),1,156820,0.001
Cable One (Sparklight),MS,AT&T,113419,243667,46.547
Cable One (Sparklight),MS,"Telapex, Inc.",38886,243667,15.959
Cable One (Sparklight),MS,Coast Electric Power Association,29968,243667,12.299
Cable One (Sparklight),MS,Singing River Electric Cooperative,27172,243667,11.151
Cable One (Sparklight),MS,"4-County Fiber, LLC",8636,243667,3.544
Cable One (Sparklight),MS,Delta Electric Power Association,6231,243667,2.557
Cable One (Sparklight),MS,Tallahatchie Valley Internet Services,4833,243667,1.983
Cable One (Sparklight),MS,"M-Pulse Fiber, LLC",2522,243667,1.035
Cable One (Sparklight),MS,"DE Fastlink, LLC",1506,243667,0.618
Cable One (Sparklight),MS,East Mississippi Electric Power Association,1388,243667,0.57
Cable One (Sparklight),MS,"Conexon Connect, LLC",1379,243667,0.566
Cable One (Sparklight),MS,"TecInfo Communications, LLC",894,243667,0.367
Cable One (Sparklight),MS,Mobile Communications LLC,732,243667,0.3
Cable One (Sparklight),MS,Uplink Internet LLC,299,243667,0.123
Cable One (Sparklight),MS,Optimum (Altice USA),75,243667,0.031
Cable One (Sparklight),MS,Fail Telecommunication Corporation,69,243667,0.028
Cable One (Sparklight),MS,Mediacom,16,243667,0.007
Cable One (Sparklight),MS,EATEL Corp.,15,243667,0.006
Cable One (Sparklight),MS,Aristotle Unified Communications Inc.,6,243667,0.002
Cable One (Sparklight),MS,Comcast (Xfinity),6,243667,0.002
Cable One (Sparklight),ND,Midco,42737,44612,95.797
Cable One (Sparklight),ND,Lumen (Quantum Fiber / CenturyLink),5116,44612,11.468
Cable One (Sparklight),ND,Gateway Fiber Holdings LLC,1811,44612,4.059
Cable One (Sparklight),ND,Dickey Rural Telephone Cooperative,1142,44612,2.56
Cable One (Sparklight),ND,Park Region Mutual Telephone Company,501,44612,1.123
Cable One (Sparklight),ND,Consolidated (Fidium),240,44612,0.538
Cable One (Sparklight),ND,Griggs County Telephone Company,125,44612,0.28
Cable One (Sparklight),NE,Allo Communications LLC,10288,22921,44.885
Cable One (Sparklight),NE,Long Lines,4113,22921,17.944
Cable One (Sparklight),NE,ImOn,3040,22921,13.263
Cable One (Sparklight),NE,"Skywave Wireless, Inc.",1986,22921,8.665
Cable One (Sparklight),NE,"Midstates Data Transport, LLC",697,22921,3.041
Cable One (Sparklight),NE,"Great Plains Communications, Inc.",275,22921,1.2
Cable One (Sparklight),NE,"Pierce Telecommunications, Inc.",169,22921,0.737
Cable One (Sparklight),NE,Northeast Nebraska Telephone Company,96,22921,0.419
Cable One (Sparklight),NE,Lumen (Quantum Fiber / CenturyLink),66,22921,0.288
Cable One (Sparklight),NM,Comcast (Xfinity),28195,61092,46.152
Cable One (Sparklight),NM,"ENMR Telephone Cooperative, Inc.",14998,61092,24.55
Cable One (Sparklight),NM,"Ezee Fiber Texas, LLC",4774,61092,7.814
Cable One (Sparklight),NM,Lumen (Quantum Fiber / CenturyLink),2112,61092,3.457
Cable One (Sparklight),OK,"Dobson Technologies, Inc.",80159,152631,52.518
Cable One (Sparklight),OK,Bluepeak,52204,152631,34.203
Cable One (Sparklight),OK,AT&T,15590,152631,10.214
Cable One (Sparklight),OK,"City of Ponca, Oklahoma",11604,152631,7.603
Cable One (Sparklight),OK,"Hilliary Communications, LLC",8089,152631,5.3
Cable One (Sparklight),OK,Chickasaw Holding Company,3584,152631,2.348
Cable One (Sparklight),OK,Pioneer Telephone Cooperative (OK),2480,152631,1.625
Cable One (Sparklight),OK,The Chickasaw Nation,1431,152631,0.938
Cable One (Sparklight),OK,"Northeast Rural Services, Inc.",788,152631,0.516
Cable One (Sparklight),OK,The Junction Internet LLC,205,152631,0.134
Cable One (Sparklight),OK,Bixby Telephone Company,101,152631,0.066
Cable One (Sparklight),OK,"IdeaTek Telcom, LLC",9,152631,0.006
Cable One (Sparklight),OK,Optimum (Altice USA),7,152631,0.005
Cable One (Sparklight),OK,TDS Telecom,5,152631,0.003
Cable One (Sparklight),OK,Windstream/Uniti (Kinetic),1,152631,0.001
Cable One (Sparklight),OR,Oregon Telephone Corporation,1703,6715,25.361
Cable One (Sparklight),OR,Farmers Mutual Telephone Company (ID),228,6715,3.395
Cable One (Sparklight),OR,Hunter Communications & Technologies LLC,1,6715,0.015
Cable One (Sparklight),SC,Charter (Spectrum),31982,84172,37.996
Cable One (Sparklight),SC,Comcast (Xfinity),17664,84172,20.986
Cable One (Sparklight),SC,Brightspeed,10145,84172,12.053
Cable One (Sparklight),SC,"Palmetto Rural Telephone Cooperative, Inc.",3181,84172,3.779
Cable One (Sparklight),SC,Hotwire,146,84172,0.173
Cable One (Sparklight),SD,Long Lines,2404,2903,82.811
Cable One (Sparklight),SD,ImOn,1552,2903,53.462
Cable One (Sparklight),TN,Ritter,4813,12457,38.637
Cable One (Sparklight),TN,"Forked Deer Electric Cooperative, Inc.",2950,12457,23.681
Cable One (Sparklight),TN,Telephone Electronics Corporation,348,12457,2.794
Cable One (Sparklight),TN,Gibson Electric Membership Corporation,304,12457,2.44
Cable One (Sparklight),TN,Comcast (Xfinity),1,12457,0.008
Cable One (Sparklight),TX,AT&T,72222,350054,20.632
Cable One (Sparklight),TX,Frontier,49090,350054,14.024
Cable One (Sparklight),TX,"WEHCO Video, Inc.",39367,350054,11.246
Cable One (Sparklight),TX,Astound Broadband,36208,350054,10.344
Cable One (Sparklight),TX,Optimum (Altice USA),27339,350054,7.81
Cable One (Sparklight),TX,Windstream/Uniti (Kinetic),26796,350054,7.655
Cable One (Sparklight),TX,Comcast (Xfinity),22809,350054,6.516
Cable One (Sparklight),TX,Metronet (T-Mobile JV),21704,350054,6.2
Cable One (Sparklight),TX,"JAB Wireless, Inc.",13916,350054,3.975
Cable One (Sparklight),TX,"Lyte Fiber, LLC",10138,350054,2.896
Cable One (Sparklight),TX,Bluepeak,6611,350054,1.889
Cable One (Sparklight),TX,"Plains Internet, LLC",5345,350054,1.527
Cable One (Sparklight),TX,Charter (Spectrum),5322,350054,1.52
Cable One (Sparklight),TX,"Ezee Fiber Texas, LLC",4912,350054,1.403
Cable One (Sparklight),TX,"Ganado Telephone Company, Inc.",4345,350054,1.241
Cable One (Sparklight),TX,"Colorado Valley Telephone Cooperative, Inc.",4007,350054,1.145
Cable One (Sparklight),TX,"PATHWAYZ Communications, Inc.",3738,350054,1.068
Cable One (Sparklight),TX,"Wi-Fiber, Inc.",3292,350054,0.94
Cable One (Sparklight),TX,Grayson Collin Electric Cooperative,2463,350054,0.704
Cable One (Sparklight),TX,"Etex Telephone Cooperative, Inc.",2207,350054,0.63
Cable One (Sparklight),TX,Ritter,2207,350054,0.63
Cable One (Sparklight),TX,"Zito West Holding, LLC",1396,350054,0.399
Cable One (Sparklight),TX,"Victoria Electric Cooperative, Inc.",1392,350054,0.398
Cable One (Sparklight),TX,Jackson Electric Cooperative,1369,350054,0.391
Cable One (Sparklight),TX,AMG Technology Investment Group LLC,1364,350054,0.39
Cable One (Sparklight),TX,"Southwest Arkansas Electric Cooperative, Inc.",929,350054,0.265
Cable One (Sparklight),TX,Brazoria Telephone Company,877,350054,0.251
Cable One (Sparklight),TX,"XIT Rural Telephone Cooperative, Inc.",848,350054,0.242
Cable One (Sparklight),TX,"RB3, LLC",762,350054,0.218
Cable One (Sparklight),TX,Hotwire,107,350054,0.031
Cable One (Sparklight),TX,Red River Cellular Telephone Corporation,13,350054,0.004
Cable One (Sparklight),TX,Vyve Broadband,5,350054,0.001
Cable One (Sparklight),TX,"Internet Management Services, Inc.",3,350054,0.001
Cable One (Sparklight),TX,"Smartcom Telephone, LLC",2,350054,0.001
Cable One (Sparklight),TX,"Eastex Telephone Cooperative, Inc.",1,350054,0.0
Cable One (Sparklight),WA,Inland Cellular Telephone Company,2052,8554,23.989
Cable One (Sparklight),WA,"Newmax, LLC",1002,8554,11.714
Cable One (Sparklight),WA,TDS Telecom,519,8554,6.067
Cable One (Sparklight),WA,"First Step Internet, LLC",120,8554,1.403
Cable One (Sparklight),WA,Lumen (Quantum Fiber / CenturyLink),33,8554,0.386
