target,state,operator,overlap_bsls,target_bsls_in_state,pct_of_target_in_state
Charter (Spectrum),KY,"Virginia Everywhere, LLC",204,1034942,0.02
Charter (Spectrum),KY,Armstrong,195,1034942,0.019
Charter (Spectrum),KY,West Kentucky Rural Telephone Cooperative Corp. Inc.,161,1034942,0.016
Charter (Spectrum),KY,"Logan Telephone Cooperative, Inc.",121,1034942,0.012
Charter (Spectrum),KY,Optimum (Altice USA),56,1034942,0.005
Charter (Spectrum),KY,City of Williamstown,16,1034942,0.002
Charter (Spectrum),KY,"Eastern Telephone & Technologies, Inc.",12,1034942,0.001
Charter (Spectrum),KY,Litebridge LLC,11,1034942,0.001
Charter (Spectrum),KY,"Harlan Community Television, Inc.",8,1034942,0.001
Charter (Spectrum),KY,Gibson Electric Membership Corporation,7,1034942,0.001
Charter (Spectrum),KY,Point Broadband,4,1034942,0.0
Charter (Spectrum),KY,Community Telecom Services,2,1034942,0.0
Charter (Spectrum),KY,"Xiber, LLC",2,1034942,0.0
Charter (Spectrum),LA,AT&T,81730,274776,29.744
Charter (Spectrum),LA,Metronet (T-Mobile JV),28638,274776,10.422
Charter (Spectrum),LA,"Reserve Holdings, Inc.",13688,274776,4.982
Charter (Spectrum),LA,Lafayette City Parish Consolidated Government,10253,274776,3.731
Charter (Spectrum),LA,EATEL Corp.,7669,274776,2.791
Charter (Spectrum),LA,"Allen's TV Cable Service, Inc.",2976,274776,1.083
Charter (Spectrum),LA,Brightspeed,2825,274776,1.028
Charter (Spectrum),LA,"Camellia City Fiber, LLC",1730,274776,0.63
Charter (Spectrum),LA,Comcast (Xfinity),1303,274776,0.474
Charter (Spectrum),LA,Optimum (Altice USA),1134,274776,0.413
Charter (Spectrum),LA,"CableSouth Media III, LLC",1124,274776,0.409
Charter (Spectrum),LA,Gonthier Inc.,905,274776,0.329
Charter (Spectrum),LA,Cox,386,274776,0.14
Charter (Spectrum),LA,Vyve Broadband,228,274776,0.083
Charter (Spectrum),LA,"Cajun Broadband, Inc.",220,274776,0.08
Charter (Spectrum),LA,"Benchmark Communications, LLC",1,274776,0.0
Charter (Spectrum),MA,Verizon (Fios),52384,283558,18.474
Charter (Spectrum),MA,Chicopee Municipal Lighting Plant,14427,283558,5.088
Charter (Spectrum),MA,"Future Fiber FinCo, LLC",8857,283558,3.124
Charter (Spectrum),MA,Gateway Fiber Holdings LLC,3895,283558,1.374
Charter (Spectrum),MA,Comcast (Xfinity),3320,283558,1.171
Charter (Spectrum),MA,"Ripple Fiber, LLC",2670,283558,0.942
Charter (Spectrum),MA,"Fiber Connect, LLC.",1299,283558,0.458
Charter (Spectrum),MA,Richmond Telephone Company LLC,806,283558,0.284
Charter (Spectrum),MA,Town of Shrewsbury,287,283558,0.101
Charter (Spectrum),MA,South Hadley Electric Light Department,172,283558,0.061
Charter (Spectrum),MA,Westfield Gas & Electric,135,283558,0.048
Charter (Spectrum),MA,Cox,19,283558,0.007
Charter (Spectrum),MA,Consolidated (Fidium),3,283558,0.001
Charter (Spectrum),MA,"Hub66, Inc.",2,283558,0.001
Charter (Spectrum),MD,Choptank Electric Cooperative,28,4161,0.673
Charter (Spectrum),MD,Pocomoke Holdings,1,4161,0.024
Charter (Spectrum),MD,"Talkie Communications, Inc.",1,4161,0.024
Charter (Spectrum),ME,Consolidated (Fidium),234402,461880,50.75
Charter (Spectrum),ME,"Future Fiber FinCo, LLC",89400,461880,19.356
Charter (Spectrum),ME,TDS Telecom,14807,461880,3.206
Charter (Spectrum),ME,"Pioneer Wireless, Inc.",6290,461880,1.362
Charter (Spectrum),ME,Lincolnville Telephone Company,5552,461880,1.202
Charter (Spectrum),ME,"Firstlight Fiber, Inc.",2679,461880,0.58
Charter (Spectrum),ME,"UniTek, Inc.",1828,461880,0.396
Charter (Spectrum),ME,Sebago Fiber & Wifi LLC,1519,461880,0.329
Charter (Spectrum),ME,VVD Funding LLC,1411,461880,0.305
Charter (Spectrum),ME,Union River Telephone Company,846,461880,0.183
Charter (Spectrum),ME,Axiom Technologies,684,461880,0.148
Charter (Spectrum),ME,Biddeford Internet Corporation,405,461880,0.088
Charter (Spectrum),ME,Comcast (Xfinity),373,461880,0.081
Charter (Spectrum),ME,Breezeline (Cogeco),117,461880,0.025
Charter (Spectrum),MI,AT&T,83757,1099006,7.621
Charter (Spectrum),MI,Frontier,63498,1099006,5.778
Charter (Spectrum),MI,WOW!,60226,1099006,5.48
Charter (Spectrum),MI,Comcast (Xfinity),37709,1099006,3.431
Charter (Spectrum),MI,Point Broadband,24994,1099006,2.274
Charter (Spectrum),MI,"Great Lakes Energy Connections, Inc.",23221,1099006,2.113
Charter (Spectrum),MI,Surf Internet,16379,1099006,1.49
Charter (Spectrum),MI,Metronet (T-Mobile JV),15290,1099006,1.391
Charter (Spectrum),MI,Baraga Telephone Company Inc.,13142,1099006,1.196
Charter (Spectrum),MI,"Aspire Networks 1, LLC",12356,1099006,1.124
Charter (Spectrum),MI,DayStarr LLC,9521,1099006,0.866
Charter (Spectrum),MI,Ace Telephone Association,9413,1099006,0.857
Charter (Spectrum),MI,Presque Isle Electric & Gas Co-op,7751,1099006,0.705
Charter (Spectrum),MI,Brightspeed,6862,1099006,0.624
Charter (Spectrum),MI,"MachTen, Inc.",6664,1099006,0.606
Charter (Spectrum),MI,"Omni Fiber, LLC",5673,1099006,0.516
Charter (Spectrum),MI,"123.Net, Inc.",5562,1099006,0.506
Charter (Spectrum),MI,CMS Internet LLC,5423,1099006,0.493
Charter (Spectrum),MI,"Ripple Fiber, LLC",5278,1099006,0.48
Charter (Spectrum),MI,Tri-County Electric Cooperative,4975,1099006,0.453
Charter (Spectrum),MI,Coldwater Board of Public Utilities,4863,1099006,0.442
Charter (Spectrum),MI,"Hiawatha Communications, Inc.",4778,1099006,0.435
Charter (Spectrum),MI,Lennon Telephone Company,3354,1099006,0.305
Charter (Spectrum),MI,LakeNet LLC,3319,1099006,0.302
Charter (Spectrum),MI,"D & P Communications, Inc.",1611,1099006,0.147
Charter (Spectrum),MI,Lumos (T-Mobile JV),1403,1099006,0.128
Charter (Spectrum),MI,"Cherry Capital Connection, LLC",1350,1099006,0.123
Charter (Spectrum),MI,Barry County Services Company,1018,1099006,0.093
Charter (Spectrum),MI,Chapin Communications Corporation,995,1099006,0.091
Charter (Spectrum),MI,COLI Inc.,974,1099006,0.089
Charter (Spectrum),MI,Midwest Energy Cooperative,881,1099006,0.08
Charter (Spectrum),MI,Eclipse Communications,821,1099006,0.075
Charter (Spectrum),MI,"Air Advantage, LLC",796,1099006,0.072
Charter (Spectrum),MI,"Mercury Broadband, LLC",745,1099006,0.068
Charter (Spectrum),MI,Thumb Electric Cooperative,626,1099006,0.057
Charter (Spectrum),MI,KEPS Technologies Inc.,526,1099006,0.048
Charter (Spectrum),MI,"Block Communications, Inc.",422,1099006,0.038
Charter (Spectrum),MI,"Bloomingdale Telephone Company, Inc.",351,1099006,0.032
Charter (Spectrum),MI,Holland Board of Public Works,257,1099006,0.023
Charter (Spectrum),MI,Allband Communications Cooperative,218,1099006,0.02
Charter (Spectrum),MI,Newaygo County Regional Educational Service Agency,177,1099006,0.016
Charter (Spectrum),MI,"DMCI Broadband, LLC",145,1099006,0.013
Charter (Spectrum),MI,TDS Telecom,100,1099006,0.009
Charter (Spectrum),MI,"Michwave Technologies, Inc.",71,1099006,0.006
Charter (Spectrum),MI,Mediacom,56,1099006,0.005
Charter (Spectrum),MI,"City of Norway, Michigan",45,1099006,0.004
Charter (Spectrum),MI,"Agri-Valley Communications, Inc.",9,1099006,0.001
Charter (Spectrum),MI,Cable America Missouri LLC,2,1099006,0.0
Charter (Spectrum),MI,"Decatur Holding Company, Inc.",1,1099006,0.0
Charter (Spectrum),MI,"Ogden Communications, Inc.",1,1099006,0.0
Charter (Spectrum),MI,Ridge Tower Network LLC,1,1099006,0.0
Charter (Spectrum),MI,Vogtmann Engineering Inc.,1,1099006,0.0
Charter (Spectrum),MN,Metronet (T-Mobile JV),101049,379187,26.649
Charter (Spectrum),MN,"Hiawatha Broadband Communications, Inc.",17269,379187,4.554
Charter (Spectrum),MN,Frontier,16833,379187,4.439
Charter (Spectrum),MN,Consolidated (Fidium),14728,379187,3.884
Charter (Spectrum),MN,"BIF IV Intrepid HoldCo, LLC",14198,379187,3.744
Charter (Spectrum),MN,Consolidated Telephone Company,10617,379187,2.8
Charter (Spectrum),MN,TDS Telecom,8949,379187,2.36
Charter (Spectrum),MN,Lumen (Quantum Fiber / CenturyLink),8580,379187,2.263
Charter (Spectrum),MN,"Arvig Enterprises, Inc.",7619,379187,2.009
Charter (Spectrum),MN,LTD Broadband LLC,6114,379187,1.612
Charter (Spectrum),MN,AT&T,4501,379187,1.187
Charter (Spectrum),MN,Bluepeak,4213,379187,1.111
Charter (Spectrum),MN,City of Monticello,3770,379187,0.994
Charter (Spectrum),MN,Winnebago Cooperative Telecom Association,3698,379187,0.975
Charter (Spectrum),MN,"City of Buffalo, Minnesota",2904,379187,0.766
Charter (Spectrum),MN,Kasson & Mantorville Telephone Company,2683,379187,0.708
Charter (Spectrum),MN,Midco,2175,379187,0.574
Charter (Spectrum),MN,Ace Telephone Association,2122,379187,0.56
Charter (Spectrum),MN,Emily Cooperative Telephone Company,1621,379187,0.427
Charter (Spectrum),MN,"Nuvera Communications, Inc.",1448,379187,0.382
Charter (Spectrum),MN,Gateway Fiber Holdings LLC,1145,379187,0.302
Charter (Spectrum),MN,Comcast (Xfinity),1113,379187,0.294
Charter (Spectrum),MN,Albany Mutual Telephone Association,952,379187,0.251
Charter (Spectrum),MN,"Hanson Communications, Inc.",916,379187,0.242
Charter (Spectrum),MN,"Tri-Co Technologies, LLC",728,379187,0.192
Charter (Spectrum),MN,"NETworx Broadband, Inc.",599,379187,0.158
Charter (Spectrum),MN,Mediacom,517,379187,0.136
Charter (Spectrum),MN,Meeker Cooperative Light & Power Association,435,379187,0.115
Charter (Spectrum),MN,Gardonville Cooperative Telephone Association,222,379187,0.059
Charter (Spectrum),MN,Broadband Corp.,196,379187,0.052
Charter (Spectrum),MN,Benton Cooperative Telephone Company,156,379187,0.041
Charter (Spectrum),MN,West Central Telephone Assn.,147,379187,0.039
Charter (Spectrum),MN,Park Region Mutual Telephone Company,125,379187,0.033
Charter (Spectrum),MN,Mille Lacs Energy Cooperative,117,379187,0.031
Charter (Spectrum),MN,Paul Bunyan Rural Telephone Cooperative,58,379187,0.015
Charter (Spectrum),MN,Federated Telephone Cooperative,41,379187,0.011
Charter (Spectrum),MN,Farmers Mutual Telephone Company (MN),30,379187,0.008
Charter (Spectrum),MN,JTN Communications,10,379187,0.003
Charter (Spectrum),MN,"Xtratyme Technologies, Inc.",8,379187,0.002
Charter (Spectrum),MN,Upsala Cooperative Telephone Association,4,379187,0.001
Charter (Spectrum),MN,PCs for People,2,379187,0.001
Charter (Spectrum),MN,Woodstock Telephone Company,2,379187,0.001
Charter (Spectrum),MN,"Decatur Holding Company, Inc.",1,379187,0.0
Charter (Spectrum),MN,Rural Communications Holding Corporation,1,379187,0.0
Charter (Spectrum),MO,AT&T,462592,1193917,38.746
Charter (Spectrum),MO,Google Fiber,219159,1193917,18.356
Charter (Spectrum),MO,"Everfast Fiber Networks, LLC",97990,1193917,8.207
Charter (Spectrum),MO,"WH i3B Bidco LLC/WH i3B Topco, LLC",68578,1193917,5.744
Charter (Spectrum),MO,Gateway Fiber Holdings LLC,61384,1193917,5.141
Charter (Spectrum),MO,Socket Telecom LLC,39905,1193917,3.342
Charter (Spectrum),MO,Brightspeed,30303,1193917,2.538
Charter (Spectrum),MO,"Big River Telephone, LLC",12412,1193917,1.04
Charter (Spectrum),MO,"United Electric Cooperative, Inc.",12040,1193917,1.008
Charter (Spectrum),MO,Kingdom Telephone Company,11847,1193917,0.992
Charter (Spectrum),MO,Cable One (Sparklight),11735,1193917,0.983
Charter (Spectrum),MO,"Co-Mo Electric Cooperative, Inc.",10025,1193917,0.84
Charter (Spectrum),MO,Comcast (Xfinity),7013,1193917,0.587
Charter (Spectrum),MO,SEMO Electric Cooperative,6919,1193917,0.58
Charter (Spectrum),MO,Mediacom,5818,1193917,0.487
Charter (Spectrum),MO,Chariton Valley Telephone Corporation,4604,1193917,0.386
Charter (Spectrum),MO,"Conexon Connect, LLC",3462,1193917,0.29
Charter (Spectrum),MO,Intercept Wireless,2437,1193917,0.204
Charter (Spectrum),MO,"Callabyte Technology, LLC",2236,1193917,0.187
Charter (Spectrum),MO,"JAB Wireless, Inc.",2151,1193917,0.18
Charter (Spectrum),MO,Oregon Telephone Corporation,1696,1193917,0.142
Charter (Spectrum),MO,"Ralls Technologies, LLC",1269,1193917,0.106
Charter (Spectrum),MO,Windstream/Uniti (Kinetic),1184,1193917,0.099
Charter (Spectrum),MO,Optimum (Altice USA),1115,1193917,0.093
Charter (Spectrum),MO,Aptitude Internet LLC,822,1193917,0.069
Charter (Spectrum),MO,"Steelville Telephone Exchange, Inc.",581,1193917,0.049
Charter (Spectrum),MO,"Wisper ISP, Inc.",472,1193917,0.04
Charter (Spectrum),MO,"Bays-ET Highspeed, LLC",396,1193917,0.033
Charter (Spectrum),MO,"Air Link Rural Broadband, LLC",370,1193917,0.031
Charter (Spectrum),MO,City of North Kansas,310,1193917,0.026
Charter (Spectrum),MO,Consolidated (Fidium),306,1193917,0.026
Charter (Spectrum),MO,"Lightwave Communications, LLC",177,1193917,0.015
Charter (Spectrum),MO,BlueBit Networks LLC,68,1193917,0.006
Charter (Spectrum),MO,Grand River Mutual Telephone Corporation,55,1193917,0.005
Charter (Spectrum),MO,PCs for People,35,1193917,0.003
Charter (Spectrum),MO,"Delta Communications, LLC",26,1193917,0.002
Charter (Spectrum),MO,Mark Twain Rural Telephone Company,22,1193917,0.002
Charter (Spectrum),MO,Green Hills Telephone Corporation,3,1193917,0.0
Charter (Spectrum),MO,"Juvilex Communications, LLC",1,1193917,0.0
Charter (Spectrum),MS,Coast Electric Power Association,10691,15958,66.995
Charter (Spectrum),MS,AT&T,4721,15958,29.584
Charter (Spectrum),MS,Tishomingo County Electric Power Association,16,15958,0.1
Charter (Spectrum),MS,"Conexon Connect, LLC",8,15958,0.05
Charter (Spectrum),MS,Brightspeed,2,15958,0.013
Charter (Spectrum),MS,Metronet (T-Mobile JV),2,15958,0.013
Charter (Spectrum),MS,Alcorn County Electric Power Association,1,15958,0.006
Charter (Spectrum),MS,"Telapex, Inc.",1,15958,0.006
Charter (Spectrum),MT,TDS Telecom,33798,248299,13.612
Charter (Spectrum),MT,Montana Opticom LLC,16459,248299,6.629
Charter (Spectrum),MT,Ziply Fiber (Bell Canada),7581,248299,3.053
Charter (Spectrum),MT,Lumen (Quantum Fiber / CenturyLink),6325,248299,2.547
Charter (Spectrum),MT,"Blackfoot Telephone Cooperative, Inc.",4609,248299,1.856
Charter (Spectrum),MT,"VFN Holdings, Inc.",4588,248299,1.848
Charter (Spectrum),MT,"Triangle Telephone Cooperative Assn., Inc.",4116,248299,1.658
Charter (Spectrum),MT,"MontanaSky Networks, Inc.",3261,248299,1.313
Charter (Spectrum),MT,"CommunityTel, Inc.",2371,248299,0.955
Charter (Spectrum),MT,Montana Internet Corporation,890,248299,0.358
Charter (Spectrum),MT,Ravalli Electric Cooperative,657,248299,0.265
Charter (Spectrum),MT,"Nemont Telephone Cooperative, Inc.",589,248299,0.237
Charter (Spectrum),MT,"3 Rivers Telephone Cooperative, Inc.",580,248299,0.234
Charter (Spectrum),MT,"SS Ventures, Inc.",531,248299,0.214
Charter (Spectrum),MT,"BHT Holdings, Inc.",442,248299,0.178
